Title / Theme,Context / Current Challenge,What Participants Are Expected To Build,Constraints / Guardrails
Detect Fake Calls from Well‑Known Contacts,"Build a mobile application that works entirely on the device to detect fake or spoofed calls claiming to originate from known or trusted contacts. Rising phone scams exploit contact spoofing and social engineering, making it difficult for users to identify fraudulent calls.","If a fake call impersonates a known contact, the app should reliably flag it as suspicious in real time, helping users avoid fraud while preserving privacy.","All processing must happen locally on the mobile device. No call data, audio, or metadata should leave the device."
